"Player","Season","Tm","FGPer","FG3Per","FG2Per","effFGPer","FTPer","effMin","effFG","effFGA","eff3PM","eff3PA","eff2PM","eff2PA","effFTM","effFTA","effORB","effDRB","effTRB","effAST","effSTL","effBLK","effTOV","effPF","effPTS"
"De'Aaron Fox","2017-2018","SAC",0.475806451612903,0.263157894736842,0.523809523809524,0.497,0.728813559322034,0.00752032520325203,0.199324324324324,0.418918918918919,0.0168918918918919,0.0641891891891892,0.185810810810811,0.35472972972973,0.14527027027027,0.199324324324324,0.0202702702702703,0.114864864864865,0.131756756756757,0.155405405405405,0.0506756756756757,0.00675675675675676,0.0810810810810811,0.0844594594594595,0.564189189189189
"Dennis Smith Jr.","2017-2018","DAL",0.458015267175573,0.354166666666667,0.518072289156626,0.52,0.714285714285714,0.00884146341463415,0.172413793103448,0.376436781609195,0.0488505747126437,0.137931034482759,0.123563218390805,0.238505747126437,0.129310344827586,0.181034482758621,0.0229885057471264,0.109195402298851,0.132183908045977,0.17816091954023,0.0545977011494253,0.0114942528735632,0.0977011494252874,0.0603448275862069,0.520114942528736
"Derrick White","2017-2018","SAS",0.504201680672269,0.404761904761905,0.578947368421053,0.578,0.814814814814815,0.00833333333333333,0.182926829268293,0.362804878048781,0.0518292682926829,0.128048780487805,0.134146341463415,0.231707317073171,0.134146341463415,0.164634146341463,0.0304878048780488,0.0945121951219512,0.125,0.134146341463415,0.0365853658536585,0.0426829268292683,0.0731707317073171,0.0640243902439024,0.551829268292683
"Devin Williams","2017-2018","BOS",0.455056179775281,0,0.455056179775281,0.4565,0.704918032786885,0.00638973577235772,0.1610337972167,0.353876739562624,0,0,0.1610337972167,0.353876739562624,0.170974155069582,0.242544731610338,0.125248508946322,0.224652087475149,0.349900596421471,0.0536779324055666,0.0298210735586481,0.0099403578528827,0.0894632206759443,0.107355864811133,0.495029821073559
"Dillon Brooks","2017-2018","MEM",0.475073313782991,0.366336633663366,0.520833333333333,0.524,0.792452830188679,0.00731707317073171,0.1875,0.394675925925927,0.042824074074074,0.116898148148148,0.144675925925926,0.277777777777778,0.0972222222222222,0.122685185185185,0.0543981481481483,0.101851851851852,0.15625,0.0879629629629629,0.03125,0.0173611111111111,0.074074074074074,0.101851851851852,0.512731481481483
"Donovan Mitchell","2017-2018","UTA",0.416666666666667,0.337078651685393,0.5,0.4935,0.8,0.00652947154471545,0.155642023346304,0.373540856031128,0.0583657587548638,0.173151750972763,0.0992217898832685,0.198443579766537,0.0778210116731518,0.0972762645914397,0.0428015564202335,0.118677042801556,0.16147859922179,0.0856031128404669,0.056420233463035,0.0116731517509728,0.0505836575875486,0.0992217898832685,0.447470817120623
"Dwayne Bacon","2017-2018","CHO",0.448148148148148,0.301204819277108,0.513368983957219,0.4965,0.738095238095238,0.00731707317073171,0.210069444444444,0.46875,0.0434027777777778,0.144097222222222,0.166666666666667,0.324652777777778,0.107638888888889,0.145833333333333,0.0416666666666667,0.131944444444444,0.173611111111111,0.0555555555555556,0.0347222222222222,0.00173611111111111,0.0729166666666667,0.0642361111111111,0.572916666666667
"Erik McCree","2017-2018","MIA",0.464705882352941,0.341666666666667,0.527272727272727,0.525,0.736434108527132,0.00744410569105691,0.179749715585893,0.386803185437997,0.0466439135381116,0.136518771331058,0.131968145620023,0.25028441410694,0.108077360637088,0.146757679180887,0.048919226393629,0.200227531285552,0.249146757679181,0.0364050056882822,0.0216154721274175,0.0159271899886234,0.0739476678043232,0.0659840728100113,0.515358361774744
"Frank Jackson","2017-2018","NOP",0.474358974358974,0.388888888888889,0.547619047619048,0.564,0.75,0.00632621951219512,0.14859437751004,0.313253012048193,0.0562248995983936,0.144578313253012,0.0923694779116466,0.168674698795181,0.0843373493975904,0.112449799196787,0.0240963855421687,0.0763052208835341,0.100401606425703,0.0682730923694779,0.0240963855421687,0.00401606425702811,0.0562248995983936,0.0963855421686747,0.437751004016064
"Frank Mason III","2017-2018","SAC",0.461538461538462,0.438095238095238,0.470319634703196,0.523333333333333,0.784313725490196,0.00873136856368565,0.1454898157129,0.315227934044616,0.0446168768186226,0.10184287099903,0.0999030067895245,0.212415130940834,0.11639185257032,0.148399612027158,0.0184287099903006,0.10184287099903,0.120271580989331,0.132880698351115,0.0387972841901065,0.002909796314258,0.0620756547041705,0.05819592628516,0.450048496605238
"Gian Clavell","2017-2018","DAL",0.410041841004184,0.352941176470588,0.475,0.491,0.695121951219512,0.00777439024390244,0.160130718954248,0.390522875816993,0.0686274509803922,0.194444444444444,0.0931372549019608,0.196078431372549,0.0931372549019608,0.133986928104575,0.0277777777777778,0.13562091503268,0.163398692810458,0.0473856209150327,0.0490196078431373,0.0179738562091503,0.0506535947712418,0.0702614379084967,0.483660130718954
"Harry Giles","2017-2018","SAC",0.566666666666667,0,0.566666666666667,0.577,0.555555555555556,0.00292174796747967,0.147826086956522,0.260869565217391,0,0,0.147826086956522,0.260869565217391,0.0434782608695652,0.0782608695652174,0.139130434782609,0.2,0.330434782608696,0.0260869565217391,0.0260869565217391,0.0608695652173913,0.0608695652173913,0.191304347826087,0.339130434782609
"Ike Anigbogu","2017-2018","IND",0.571428571428571,0,0.571428571428571,0.564,0.533333333333333,0.00330284552845528,0.153846153846154,0.269230769230769,0,0,0.153846153846154,0.269230769230769,0.0615384615384615,0.115384615384615,0.107692307692308,0.2,0.307692307692308,0.0153846153846154,0.0153846153846154,0.0923076923076923,0.0615384615384615,0.192307692307692,0.361538461538462
"Isaiah Briscoe","2017-2018","POR",0.454054054054054,0.222222222222222,0.493670886075949,0.4705,0.558441558441559,0.00795223577235772,0.134185303514377,0.295527156549521,0.00958466453674122,0.0431309904153355,0.124600638977636,0.252396166134185,0.0686900958466454,0.123003194888179,0.0463258785942492,0.124600638977636,0.170926517571885,0.116613418530351,0.0287539936102236,0.00479233226837061,0.0702875399361022,0.0862619808306709,0.346645367412141
"Isaiah Hicks","2017-2018","CHO",0.577777777777778,0,0.577777777777778,0.577333333333333,0.725274725274725,0.00475948509485094,0.185053380782919,0.320284697508897,0,0,0.185053380782919,0.320284697508897,0.117437722419929,0.161921708185053,0.0943060498220644,0.138790035587189,0.233096085409253,0.0427046263345197,0.0195729537366549,0.0302491103202848,0.0658362989323843,0.153024911032029,0.485765124555161
"Ivan Rabb","2017-2018","MEM",0.539325842696629,0.428571428571429,0.547058823529412,0.5565,0.666666666666667,0.00778709349593496,0.156606851549755,0.290375203915171,0.00489396411092985,0.0114192495921697,0.151712887438825,0.277324632952692,0.114192495921697,0.171288743882545,0.0946166394779772,0.215334420880914,0.309951060358891,0.0391517128874388,0.0195758564437194,0.0358890701468189,0.0603588907014682,0.101141924959217,0.432300163132137
"JaCorey Williams","2017-2018","CLE",0.5,0.25,0.505555555555556,0.4715,0.631578947368421,0.00583079268292683,0.200435729847495,0.400871459694989,0.00217864923747277,0.00871459694989107,0.198257080610022,0.392156862745098,0.0784313725490196,0.124183006535948,0.0588235294117647,0.163398692810458,0.220043572984749,0.0588235294117647,0.0348583877995643,0.0196078431372549,0.0566448801742919,0.0827886710239651,0.481481481481482
"Jamel Artis","2017-2018","NYK",0.471641791044776,0.37984496124031,0.529126213592233,0.543333333333333,0.768,0.00813855013550135,0.164412070759626,0.34859521331946,0.0509885535900104,0.13423517169615,0.113423517169615,0.214360041623309,0.0998959417273674,0.130072840790843,0.0468262226847035,0.117585848074922,0.163371488033299,0.0894901144641001,0.0176899063475547,0.0093652445369407,0.0707596253902187,0.0582726326742978,0.480749219562956
"James Blackmon","2017-2018","PHI",0.448,0.401515151515152,0.495726495726496,0.5565,0.806451612903226,0.0076854674796748,0.185123966942149,0.413223140495868,0.087603305785124,0.218181818181818,0.0958677685950413,0.193388429752066,0.0826446280991736,0.102479338842975,0.0429752066115702,0.12396694214876,0.166942148760331,0.056198347107438,0.0214876033057851,0.00165289256198347,0.0578512396694215,0.0545454545454545,0.540495867768595
"Jarrett Allen","2017-2018","BRK",0.5625,0,0.574468085106383,0.566,0.555555555555556,0.00818089430894309,0.167701863354037,0.298136645962733,0,0.0062111801242236,0.167701863354037,0.291925465838509,0.077639751552795,0.139751552795031,0.093167701863354,0.167701863354037,0.263975155279503,0.0248447204968944,0.0186335403726708,0.046583850931677,0.077639751552795,0.0652173913043478,0.416149068322981
"Jawun Evans","2017-2018","LAC",0.448979591836735,0.416666666666667,0.459183673469388,0.496,0.816326530612245,0.00739329268292683,0.189003436426117,0.420962199312715,0.0343642611683849,0.0824742268041237,0.154639175257732,0.336769759450172,0.13745704467354,0.168384879725086,0.0223367697594502,0.11340206185567,0.134020618556701,0.194158075601375,0.0498281786941581,0.00515463917525773,0.0910652920962199,0.0824742268041237,0.551546391752577
"Jaylen Johnson","2017-2018","CHI",0.529411764705882,0.4,0.541666666666667,0.535,0.617647058823529,0.00482723577235772,0.142105263157895,0.268421052631579,0.00526315789473684,0.0131578947368421,0.136842105263158,0.252631578947368,0.0552631578947368,0.0894736842105263,0.113157894736842,0.131578947368421,0.244736842105263,0.0263157894736842,0.0210526315789474,0.0210526315789474,0.0473684210526316,0.115789473684211,0.342105263157895
"Jayson Tatum","2017-2018","BOS",0.452380952380952,0.35,0.5,0.507,0.854166666666667,0.00846036585365854,0.171171171171171,0.378378378378378,0.042042042042042,0.12012012012012,0.129129129129129,0.258258258258258,0.123123123123123,0.144144144144144,0.039039039039039,0.18018018018018,0.219219219219219,0.0630630630630631,0.039039039039039,0.033033033033033,0.0780780780780781,0.0900900900900901,0.504504504504505
"Jeremy Morgan","2017-2018","MEM",0.433476394849785,0.369747899159664,0.495652173913044,0.532,0.793478260869565,0.00766429539295394,0.111602209944751,0.257458563535911,0.0486187845303868,0.131491712707182,0.0629834254143646,0.12707182320442,0.0806629834254142,0.101657458563536,0.0276243093922652,0.129281767955801,0.156906077348066,0.0651933701657459,0.0530386740331491,0.0276243093922652,0.045303867403315,0.0696132596685082,0.350276243093923
"Jeremy Senglin","2017-2018","BRK",0.464751958224543,0.417061611374408,0.514450867052023,0.572666666666667,0.738562091503268,0.00891768292682927,0.169040835707502,0.363722697056031,0.0835707502374168,0.200379867046534,0.0845204178537513,0.164292497625831,0.107312440645774,0.145299145299145,0.00949667616334282,0.090218423551757,0.101614434947768,0.0864197530864197,0.0275403608736942,0.000949667616334282,0.0683760683760684,0.0579297245963912,0.526115859449194
"John Collins","2017-2018","ATL",0.598765432098765,0,0.598765432098765,0.5845,0.731958762886598,0.00520833333333333,0.236585365853659,0.395121951219512,0,0,0.236585365853659,0.395121951219512,0.173170731707317,0.236585365853659,0.134146341463415,0.204878048780488,0.334146341463415,0.0170731707317073,0.0219512195121951,0.0560975609756098,0.0682926829268293,0.136585365853659,0.646341463414634
"Jonathan Holmes","2017-2018","BOS",0.392857142857143,0.317073170731707,0.431818181818182,0.469,0.774193548387097,0.00663109756097561,0.126436781609195,0.32183908045977,0.0498084291187739,0.157088122605364,0.0727969348659004,0.168582375478927,0.0919540229885057,0.118773946360153,0.0842911877394636,0.149425287356322,0.233716475095785,0.0421455938697318,0.0191570881226054,0.0383141762452107,0.0574712643678161,0.0842911877394636,0.39463601532567
"Jonathan Isaac","2017-2018","ORL",0.5125,0.357142857142857,0.596153846153846,0.568,0.783783783783784,0.00665650406504065,0.156488549618321,0.305343511450382,0.0381679389312977,0.106870229007634,0.118320610687023,0.198473282442748,0.110687022900763,0.141221374045802,0.0687022900763359,0.232824427480916,0.297709923664122,0.0458015267175573,0.0458015267175573,0.0572519083969466,0.0572519083969466,0.083969465648855,0.458015267175573
"Jordan Bell","2017-2018","GSW",0.573604060913706,0.235294117647059,0.608938547486034,0.57575,0.622950819672131,0.0053734756097561,0.133569739952719,0.232860520094563,0.00472813238770686,0.0200945626477541,0.128841607565012,0.211583924349882,0.0449172576832151,0.0721040189125296,0.08274231678487,0.193853427895981,0.276595744680851,0.057919621749409,0.041371158392435,0.0815602836879433,0.0626477541371158,0.100472813238771,0.317966903073286
"Jordan Mathews","2017-2018","ATL",0.425,0.413173652694611,0.442477876106195,0.548333333333333,0.775280898876404,0.00751185636856369,0.134160090191657,0.315670800450958,0.0777903043968432,0.188275084554679,0.056369785794814,0.12739571589628,0.0777903043968432,0.100338218714769,0.0214205186020293,0.0913190529875986,0.113866967305524,0.0462232243517475,0.0225479143179256,0.00112739571589628,0.040586245772266,0.060879368658399,0.425028184892898
"Josh Hart","2017-2018","LAL",0.512987012987013,0.40495867768595,0.579787234042553,0.595666666666667,0.731481481481482,0.00762195121951219,0.175555555555556,0.342222222222223,0.0544444444444443,0.134444444444444,0.121111111111111,0.208888888888889,0.0877777777777777,0.12,0.0566666666666667,0.14,0.196666666666667,0.07,0.0422222222222223,0.0111111111111111,0.0533333333333333,0.0733333333333333,0.492222222222223
"Josh Jackson","2017-2018","PHO",0.51219512195122,0.384615384615385,0.54639175257732,0.552,0.571428571428571,0.00782520325203252,0.204545454545455,0.399350649350649,0.0324675324675325,0.0844155844155844,0.172077922077922,0.314935064935065,0.0909090909090909,0.159090909090909,0.0746753246753247,0.165584415584416,0.24025974025974,0.0974025974025974,0.0551948051948052,0.0357142857142857,0.0909090909090909,0.0974025974025974,0.529220779220779
"Justin Jackson","2017-2018","SAC",0.453681710213777,0.356687898089172,0.517110266159696,0.52075,0.709090909090909,0.00729801829268293,0.166231505657093,0.366405570060923,0.0487380330722367,0.136640557006092,0.118363794604003,0.228894691035683,0.0678851174934726,0.0957354221061793,0.0565709312445605,0.103568320278503,0.159268929503916,0.0765883376849434,0.0243690165361184,0.0165361183637946,0.0504786771105309,0.0583115752828547,0.449956483899043
"Justin Patton","2017-2018","MIN",0.670588235294118,0.5,0.6875,0.689,0.52,0.00642784552845528,0.225296442687747,0.33596837944664,0.00790513833992095,0.0158102766798419,0.217391304347826,0.316205533596838,0.0513833992094862,0.0988142292490119,0.0671936758893281,0.177865612648221,0.245059288537549,0.0474308300395257,0.0355731225296443,0.0553359683794466,0.0671936758893281,0.106719367588933,0.509881422924901
"Kennedy Meeks","2017-2018","TOR",0.556910569105691,0,0.556910569105691,0.554666666666667,0.651685393258427,0.00577574525745257,0.200879765395895,0.360703812316716,0,0,0.200879765395895,0.360703812316716,0.0850439882697947,0.130498533724341,0.129032258064516,0.205278592375367,0.332844574780059,0.0454545454545454,0.0351906158357772,0.0498533724340175,0.0615835777126101,0.105571847507332,0.485337243401759
"Kyle Kuzma","2017-2018","LAL",0.510822510822511,0.314814814814815,0.558659217877095,0.537,0.616279069767442,0.00533536585365854,0.187301587301587,0.366666666666667,0.026984126984127,0.0857142857142857,0.158730158730159,0.284126984126984,0.0841269841269843,0.136507936507937,0.0777777777777776,0.19047619047619,0.266666666666667,0.06984126984127,0.0142857142857143,0.0174603174603175,0.0746031746031748,0.0730158730158729,0.484126984126986
"L.J. Peak","2017-2018","BOS",0.460076045627376,0.333333333333333,0.516483516483517,0.506,0.766129032258065,0.00703760162601626,0.14560770156438,0.316486161251504,0.0324909747292419,0.0974729241877256,0.113116726835138,0.219013237063779,0.114320096269555,0.149217809867629,0.0288808664259928,0.0830324909747292,0.113116726835138,0.0746089049338148,0.0324909747292419,0.0168471720818291,0.0685920577617329,0.0998796630565585,0.438026474127556
"Landry Nnoko","2017-2018","DET",0.53781512605042,0,0.53781512605042,0.53,0.645833333333333,0.00591971544715447,0.137339055793991,0.255364806866953,0,0,0.137339055793991,0.255364806866953,0.0665236051502146,0.103004291845494,0.0965665236051502,0.143776824034335,0.238197424892704,0.0321888412017167,0.00858369098712446,0.092274678111588,0.0643776824034335,0.133047210300429,0.336909871244635
"Lauri Markkanen","2017-2018","CHI",0.490196078431373,0.431818181818182,0.53448275862069,0.584,0.840909090909091,0.00782520325203252,0.162337662337662,0.331168831168831,0.0616883116883117,0.142857142857143,0.100649350649351,0.188311688311688,0.12012987012987,0.142857142857143,0.0779220779220779,0.155844155844156,0.233766233766234,0.0292207792207792,0.012987012987013,0.0162337662337662,0.0357142857142857,0.0649350649350649,0.506493506493506
"London Perrantes","2017-2018","SAS",0.407407407407407,0.393700787401575,0.422413793103448,0.506333333333333,0.787878787878788,0.00835027100271004,0.100405679513184,0.246450304259635,0.0507099391480731,0.128803245436105,0.0496957403651114,0.117647058823529,0.0527383367139958,0.0669371196754563,0.00912778904665313,0.0780933062880325,0.0872210953346856,0.129817444219067,0.026369168356998,0.00405679513184583,0.0507099391480731,0.0365111561866125,0.305273833671398
"Lonzo Ball","2017-2018","LAL",0.557894736842105,0.407407407407407,0.731707317073171,0.668,0.666666666666667,0.00891768292682927,0.150997150997151,0.270655270655271,0.0626780626780627,0.153846153846154,0.0854700854700855,0.116809116809117,0.0512820512820513,0.0769230769230769,0.0256410256410256,0.145299145299145,0.170940170940171,0.216524216524216,0.0512820512820513,0.0227920227920228,0.0712250712250712,0.0512820512820513,0.415954415954416
"Luke Kennard","2017-2018","DET",0.459821428571429,0.382352941176471,0.528925619834711,0.541,0.848101265822785,0.00790142276422764,0.165594855305466,0.360128617363344,0.0627009646302251,0.163987138263666,0.102893890675241,0.194533762057878,0.107717041800643,0.127009646302251,0.0353697749196141,0.104501607717042,0.139871382636656,0.0643086816720257,0.0273311897106109,0.00964630225080386,0.0385852090032154,0.0659163987138264,0.503215434083601
"Luke Petrasek","2017-2018","CHO",0.473913043478261,0.381443298969072,0.544776119402985,0.546333333333333,0.753846153846154,0.00591971544715447,0.155937052932761,0.329041487839771,0.0529327610872674,0.138769670958512,0.104434907010014,0.19170243204578,0.0701001430615163,0.0929899856938485,0.0414878397711016,0.144492131616595,0.185979971387697,0.0600858369098712,0.0271816881258941,0.0343347639484979,0.0629470672389129,0.0901287553648069,0.434907010014305
"Malik Monk","2017-2018","CHO",0.448979591836735,0.391304347826087,0.5,0.543,0.829787234042553,0.00815548780487805,0.205607476635514,0.457943925233645,0.0841121495327103,0.214953271028037,0.121495327102804,0.242990654205607,0.121495327102804,0.146417445482866,0.00934579439252336,0.0685358255451713,0.0778816199376947,0.0716510903426791,0.0280373831775701,0.0155763239875389,0.0623052959501558,0.059190031152648,0.616822429906542
"Markelle Fultz","2017-2018","PHI",0.477272727272727,0.42,0.504,0.535,0.656716417910448,0.00907012195121951,0.235294117647059,0.492997198879552,0.0588235294117647,0.140056022408964,0.176470588235294,0.350140056022409,0.123249299719888,0.187675070028011,0.0364145658263305,0.123249299719888,0.159663865546218,0.165266106442577,0.0448179271708683,0.0336134453781513,0.0896358543417367,0.0700280112044818,0.649859943977591
"Matt Jones","2017-2018","SAC",0.404878048780488,0.394957983193277,0.435294117647059,0.515,0.709677419354839,0.00731707317073171,0.0960648148148149,0.237268518518518,0.0543981481481483,0.137731481481482,0.042824074074074,0.0983796296296295,0.0254629629629629,0.0358796296296295,0.0335648148148148,0.0555555555555556,0.0879629629629629,0.0601851851851851,0.0416666666666667,0.00578703703703705,0.0335648148148148,0.0763888888888889,0.270833333333333
"Matt Williams","2017-2018","MIA",0.38,0.360544217687075,0.433962264150943,0.5095,0.78125,0.00792682926829268,0.121794871794872,0.320512820512821,0.0849358974358974,0.235576923076923,0.0368589743589744,0.0849358974358974,0.0400641025641026,0.0512820512820513,0.0128205128205128,0.0961538461538462,0.110576923076923,0.0448717948717949,0.0176282051282051,0,0.0416666666666667,0.0528846153846154,0.371794871794872
