"Player","Pos","Season","Age","FGPer","FG3Per","FG2Per","effFGPer","FTPer","effMin","effFG","effFGA","eff3PM","eff3PA","eff2PM","eff2PA","effFTM","effFTA","effORB","effDRB","effTRB","effAST","effSTL","effBLK","effTOV","effPF","effPTS","Tm"
"Jeff Teague","PG","2017-2018",29,0.476795744680851,0.42862037037037,0.507186858316222,0.545218543046358,0.914771395076202,0.00870358862824297,0.16185394433982,0.34918349837863,0.0573391449395465,0.128284709290296,0.110395436661632,0.230336343410548,0.145476069676983,0.171339667108558,0.0102861867448372,0.130307898259705,0.132250972433621,0.231343054017473,0.0396752917300862,0.00991882293252156,0.0922566557487193,0.0583816748475383,0.484570082449941,"IND"
"Joe Young","PG","2017-2018",25,0.361,0.217,0.429,0.396,0.733,0.000458333333333333,0.195121951219512,0.536585365853659,0.0487804878048781,0.170731707317073,0.146341463414634,0.365853658536585,0.0731707317073171,0.121951219512195,0,0.121951219512195,0.121951219512195,0.121951219512195,0.024390243902439,0,0.0487804878048781,0.0487804878048781,0.51219512195122,"IND"
"Kevin Seraphin","PF","2017-2018",28,0.56608,0,0.558251012145749,0.551,0.590988204456094,0.00239982578397213,0.18366129994037,0.338266384778013,0,0,0.184340160746694,0.338266384778013,0.0220942160498698,0.0328216065702458,0.0713216798802815,0.191391146531997,0.268284455666102,0.035778175313059,0.00846944948578342,0.043557168784029,0.0447889750215332,0.126278717925596,0.385075943782694,"IND"
"Lance Stephenson","SG","2017-2018",27,0.305555555555556,0.273760932944606,0.222105263157895,0.366821946169772,0.845942228335626,0.00142987804878049,0.109343392925482,0.343642611683849,0.0213219616204691,0.0799573560767591,0.0399786780383795,0.206514596827185,0.00592276711679697,0.00777363184079602,0.00761498629302467,0.119936034115139,0.136707134879538,0.0732942430703625,0.0177683013503909,0.0118455342335939,0.0995024875621891,0.135312448745285,0.253155988763665,"IND"
"Lavoy Allen","PF","2017-2018",28,0.465938088676883,0,0.470011990031687,0.464869379416731,0.676091963984473,0.00454971373661756,0.0871977856177594,0.193971864979746,0,0,0.0871977856177594,0.187755285610371,0.0243169972710587,0.0316744850426487,0.116407604669975,0.141272782406143,0.257959166671006,0.0607204403849608,0.0187953072568457,0.0204267347166301,0.0327024558998029,0.091543460595788,0.203801336948887,"IND"
"Monta Ellis","SG","2017-2018",32,0.436009630022836,0.361452777777778,0.464446080542694,0.482645630215195,0.739073563098128,0.00533718415172654,0.130704636933328,0.300156443852903,0.0247492168325502,0.0674157940824607,0.104638019494341,0.211568921421072,0.040158329863751,0.0529082975080586,0.0105558618999479,0.0952896316572006,0.102628222147338,0.105713960929563,0.0386066005930183,0.0178828373272818,0.0657397445858984,0.0749932067136368,0.328897506973379,"IND"
"Myles Turner","C","2017-2018",21,0.536476448404798,0.36054054054054,0.56665941209723,0.565084763630374,0.833013458702065,0.00830799680294144,0.190009627115201,0.346144871531212,0.0186157442060813,0.0518506364604652,0.166436365957496,0.289177658438896,0.097032807393545,0.115708122446552,0.047740738694724,0.18478933862571,0.231320765906612,0.0484349805078586,0.030204163050266,0.0651318845497786,0.0366395440912383,0.106365050241346,0.497965367517417,"IND"
"Paul George","SF","2017-2018",27,0.489129499561018,0.43185904628331,0.527365917080858,0.565744523299516,0.922778178106047,0.00908439711002541,0.232661253979542,0.476825312100516,0.0730846626024429,0.172461206129936,0.159883896596956,0.303965147080605,0.137194423835455,0.14855247713588,0.0237913071006609,0.181683620284443,0.207884361875455,0.0934950117718351,0.0472659615675798,0.0112789724366405,0.0813368644315534,0.0880642938837482,0.678315286579286,"IND"
"Rakeem Christmas","PF","2017-2018",26,0.442,0,0.442,0.442,0.724,0.000746612466124661,0.0921052631578947,0.197368421052632,0,0,0.0921052631578947,0.197368421052632,0.0921052631578947,0.131578947368421,0.118421052631579,0.131578947368421,0.25,0.0131578947368421,0.0131578947368421,0.0263157894736842,0.0394736842105263,0.171052631578947,0.263157894736842,"IND"
"Rodney Stuckey","PG","2017-2018",31,0.36882774049217,0.309148606811145,0.391,0.411117773019272,0.715437810945274,0.00412070095207531,0.119417515109723,0.333834712948173,0.0326412964893904,0.104652577779581,0.079651435134979,0.242106491514687,0.0765037883839563,0.102083819557897,0.00759638686935449,0.113945803040317,0.117506609385327,0.121952805416123,0.0227891606080634,0,0.0627767964806053,0.0636959434678902,0.356313506310286,"IND"
"Thaddeus Young","PF","2017-2018",29,0.515787234042553,0.352504155124654,0.566244813278008,0.554190871369295,0.528811111111111,0.00750320037730764,0.15678701986755,0.304205575903935,0.0243829018663456,0.0739894953185659,0.133913766380161,0.237786850549601,0.0203165338421821,0.0371342564720048,0.063489168256819,0.146370860927152,0.197260264900662,0.0506427736657577,0.0395043713597985,0.013544355894788,0.0423228894206689,0.0491721854304636,0.345854102421516,"IND"
"Aaron Gordon","SF","2017-2018",22,0.449564565449139,0.2646808045598,0.521646423751687,0.496068284395103,0.714179286206543,0.00684455708918053,0.163950437133375,0.367122216877849,0.0362159787926325,0.148435873167038,0.134261007563376,0.263653348569126,0.061863094718037,0.0902607220928469,0.0482973408276184,0.147698771728837,0.198674638109789,0.080653648777213,0.0329209788688148,0.0152194164489285,0.0388846253748304,0.0783755251632223,0.419657711984551,"ORL"
"Anthony Brown","SF","2017-2018",25,0.34016816836353,0.209131264916468,0.479545134365803,0.423826053212654,0,0.00253130345697875,0.106447739619034,0.307401837672747,0.0247439496994622,0.140513565179031,0.0700069207612311,0.144804386797427,0,0,0.0437896126280422,0.146436122535063,0.179072863441437,0.0466272610821026,0.031775778777278,0.0045719327836082,0.0337168690251521,0.0918558745451883,0.242494765305317,"ORL"
"Arinze Onuaku","C","2017-2018",30,0.5,0,0.5,0.5,0,9.48509485094851e-05,0.0857142857142857,0.142857142857143,0,0,0.0857142857142857,0.142857142857143,0,0,0.0857142857142857,0.142857142857143,0.228571428571429,0.0857142857142857,0,0.0285714285714286,0.0857142857142857,0.114285714285714,0.142857142857143,"ORL"
"Bismack Biyombo","C","2017-2018",25,0.594247191011236,0,0.594247191011236,0.594247191011236,0.492534090909091,0.00802119628339141,0.0770183376994523,0.139683257918552,0,0,0.0770183376994523,0.139683257918552,0.0759049080180108,0.140844645550528,0.0925861468847894,0.262059352188107,0.383021514172184,0.0797001534189113,0.0158371040723982,0.0622171945701357,0.0413260054764725,0.110171158764509,0.224598930481283,"ORL"
"C.J. Watson","PG","2017-2018",33,0.397669172932331,0.36087786259542,0.419811235955056,0.449397312859885,0.827162790697674,0.00263924870466321,0.106790295593977,0.270230791703184,0.0471055034661934,0.113567086538495,0.0798022646956687,0.210344521624499,0.0577584916953464,0.0770113222604619,0.0144396229238366,0.0767113654550304,0.0840833236871551,0.0908424064599045,0.0395686229116024,0,0.0452212833275456,0.0738668052527506,0.290191020635806,"ORL"
"C.J. Wilcox","SG","2017-2018",27,0.258,0.2,0.313,0.306,1,0.000365176151761518,0.0816326530612245,0.285714285714286,0.0204081632653061,0.142857142857143,0.0408163265306122,0.142857142857143,0.0204081632653061,0.0204081632653061,0.0408163265306122,0.0816326530612245,0.102040816326531,0.102040816326531,0.0204081632653061,0,0.0612244897959184,0.0816326530612245,0.204081632653061,"ORL"
"D.J. Augustin","PG","2017-2018",30,0.385117224880383,0.350549872122762,0.420113785557987,0.455178781925344,0.868050464807437,0.00449435871909739,0.121685568266885,0.310044703704742,0.0579843903613491,0.155576896693648,0.0687092698216687,0.154746185103128,0.0961005999077065,0.105531590457655,0.00737983150053534,0.0721174764321972,0.0829390002581089,0.114427448604306,0.0177726429124519,0,0.0497009060240135,0.0753797074697538,0.36748252304805,"ORL"
"Damjan Rudez","SF","2017-2018",31,0.336583941605839,0.297497641509434,0.489953488372093,0.454446280991736,0,0.00167191188040913,0.0981900452488688,0.274202443741892,0.0606583492938586,0.217391304347826,0.0243137254901961,0.0573870573870574,0,0,0.00923469387755102,0.0630355846042121,0.083578431372549,0.0622959096424296,0.0392383696994648,0,0.0295133437990581,0.107738095238095,0.249428962996802,"ORL"
"Elfrid Payton","PG","2017-2018",23,0.504675950986524,0.30590137146192,0.540026579366804,0.545485721207918,0.724903141762452,0.00733556320363567,0.208618188385516,0.403518497076034,0.020455146827137,0.0662715161580751,0.18604718315394,0.335371429959627,0.0694228446163746,0.0917780111600142,0.0330029276602134,0.113379074974755,0.143349364255362,0.196419437467009,0.0380102352098191,0.0173188576427547,0.0785320687992874,0.0729949412229555,0.510385972339087,"ORL"
"Evan Fournier","SG","2017-2018",25,0.426088235294118,0.289195061728395,0.489997959183673,0.490825622775801,0.798034610630408,0.00753172670860984,0.177649973538902,0.423161769193707,0.0533460409046417,0.16558202706057,0.124982152976589,0.245953325434032,0.0845336191296098,0.0942546569160762,0.0243734879970225,0.0774921436299006,0.108314300597027,0.0853874940703129,0.0299845706604155,0.00336922363608263,0.055030652722683,0.0808613672659832,0.480166710851619,"ORL"
"Jeff Green","PF","2017-2018",31,0.418416901408451,0.298913043478261,0.4723125,0.478057894736842,0.887341025641026,0.005155336055623,0.146709753231492,0.342009178990311,0.0412978912978913,0.119594952663315,0.111848455598456,0.232172766826232,0.0991957990599295,0.0943866943866944,0.0211116777154513,0.100387905436994,0.124372569812655,0.0463963963963964,0.0222287504896201,0.00900900900900901,0.0430052694203638,0.0737058568866349,0.423616473616474,"ORL"
"Jodie Meeks","SG","2017-2018",30,0.372344262295082,0.396699248120301,0.395,0.499567328918322,0.815988789237668,0.00481121700879765,0.134474642213452,0.3814370191334,0.094431008175628,0.229332448426525,0.0323260700479446,0.102686398750108,0.0746810172728062,0.0958406388334346,0.00414894540404479,0.0957123499806427,0.094260162601626,0.0744834484440421,0.043205574912892,0.00276596360269652,0.0641225595929429,0.0402691759804347,0.464681885253016,"ORL"
